author,price,name,producer,url,productImage,previewPDFURL
Crouch,24.95,How to Defend in Chess,Gambit Publications,http://www.gambitbooks.com/books/How_to_Defend_in_Chess.html,http://www.gambitbooks.com/bigimg/How_to_Defend_in_Chess_Big.jpg,http://www.gambitbooks.com/pdfs/How_to_Defend_in_Chess.pdf
Müller & Pajeken,34.95,"How to
					 Play Chess Endgames",Gambit Publications,http://www.gambitbooks.com/books/How_to_Play_Chess_Endgames.html,http://www.gambitbooks.com/bigimg/How_to_Play_Chess_Endgames_Big.jpg,http://www.gambitbooks.com/pdfs/How_to_Play_Chess_Endgames.pdf
Beim,14.95,How to Play Dynamic Chess,Gambit Publications,http://www.gambitbooks.com/books/How_to_Play_Dynamic_Chess.html,http://www.gambitbooks.com/bigimg/How_to_Play_Dynamic_Chess_Big.jpg,http://www.gambitbooks.com/pdfs/How_to_Play_Dynamic_Chess.pdf
Burgess,22.95,"
				  An Idiot-Proof Chess Opening Repertoire",Gambit Publications,http://www.gambitbooks.com/books/An_Idiot-Proof_Chess_Opening_Repertoire.html,http://www.gambitbooks.com/bigimg/An_Idiot-Proof_Chess_Opening_Repertoire_Big.jpg,http://www.gambitbooks.com/pdfs/An_Idiot-Proof_Chess_Opening_Repertoire.pdf
Lars Bo Hansen,24.95,"Improve Your Chess - by Learning from the
					 Champions",Gambit Publications,http://www.gambitbooks.com/books/Improve_your_Chess_-_by_Learning_from_the_Champions.html,http://www.gambitbooks.com/bigimg/Improve_your_Chess_-_by_Learning_from_the_Champions_Big.jpg,http://www.gambitbooks.com/pdfs/Improve_your_Chess_-_by_Learning_from_the_Champions.pdf
Carsten Hansen,25.95,Improve Your Positional Chess,Gambit Publications,http://www.gambitbooks.com/books/Improve_Your_Positional_Chess.html,http://www.gambitbooks.com/bigimg/Improve_Your_Positional_Chess_Big.jpg,http://www.gambitbooks.com/pdfs/Improve_Your_Positional_Chess.pdf
Alper Efe Ataman,16.95,Instructive Chess Miniatures,Gambit Publications,http://www.gambitbooks.com/books/Instructive_Chess_Miniatures.html,http://www.gambitbooks.com/bigimg/Instructive_Chess_Miniatures_Big.jpg,http://www.gambitbooks.com/pdfs/Instructive_Chess_Miniatures.pdf
Stohl,34.95,Instructive Modern Chess Masterpieces,Gambit Publications,http://www.gambitbooks.com/books/Instructive_Modern_Chess_Masterpieces_-_new_enlarged_edition.html,http://www.gambitbooks.com/bigimg/Instructive_Modern_Chess_Masterpieces_-_new_enlarged_edition_Big.jpg,http://www.gambitbooks.com/pdfs/Instructive_Modern_Chess_Masterpieces_-_new_enlarged_edition.pdf
Nunn,11.99,"John Nunn's Best 
				  Games",Gambit Publications,http://www.gambitbooks.com/books/John_Nunn's_Best_Games.html,http://www.gambitbooks.com/bigimg/John_Nunn's_Best_Games_Big.jpg,http://www.gambitbooks.com/pdfs/John_Nunn's_Best_Games.pdf
Nunn,24.95,John Nunn's Chess Course,Gambit Publications,http://www.gambitbooks.com/books/John_Nunn's_Chess_Course.html,http://www.gambitbooks.com/bigimg/John_Nunn's_Chess_Course_Big.jpg,http://www.gambitbooks.com/pdfs/John_Nunn's_Chess_Course.pdf
Nunn,24.95,John Nunn's Chess Puzzle Book,Gambit Publications,http://www.gambitbooks.com/books/John_Nunn's_Chess_Puzzle_Book_-_new_enlarged_edition.html,http://www.gambitbooks.com/bigimg/John_Nunn's_Chess_Puzzle_Book_-_new_enlarged_edition_Big.jpg,http://www.gambitbooks.com/pdfs/John_Nunn's_Chess_Puzzle_Book_-_new_enlarged_edition.pdf
Speelman,19.95,Jon Speelman's Chess Puzzle Book,Gambit Publications,http://www.gambitbooks.com/books/Jon_Speelman's_Chess_Puzzle_Book.html,http://www.gambitbooks.com/bigimg/Jon_Speelman's_Chess_Puzzle_Book_Big.jpg,http://www.gambitbooks.com/pdfs/Jon_Speelman's_Chess_Puzzle_Book.pdf
Summerscale & Johnsen,19.95,A Killer Chess Opening Repertoire ,Gambit Publications,http://www.gambitbooks.com/books/A_Killer_Chess_Opening_Repertoire_-_new_enlarged_edition.html,http://www.gambitbooks.com/bigimg/A_Killer_Chess_Opening_Repertoire_-_new_enlarged_edition_Big.jpg,http://www.gambitbooks.com/pdfs/A_Killer_Chess_Opening_Repertoire_-_new_enlarged_edition.pdf
Janjgava,22.95,"King's Indian and Grünfeld: Fianchetto
					 Lines",Gambit Publications,http://www.gambitbooks.com/books/King's_Indian_and_Grunfeld_Fianchetto_Lines.html,http://www.gambitbooks.com/bigimg/King's_Indian_and_Grunfeld_Fianchetto_Lines_Big.jpg,http://www.gambitbooks.com/pdfs/King's_Indian_and_Grunfeld_Fianchetto_Lines.pdf
Nunn,12.95,Learn Chess,Gambit Publications,http://www.gambitbooks.com/books/Learn_Chess.html,http://www.gambitbooks.com/bigimg/Learn_Chess_Big.jpg,http://www.gambitbooks.com/pdfs/Learn_Chess.pdf
Nunn,19.95,Learn Chess Tactics,Gambit Publications,http://www.gambitbooks.com/books/Learn_Chess_Tactics.html,http://www.gambitbooks.com/bigimg/Learn_Chess_Tactics_Big.jpg,http://www.gambitbooks.com/pdfs/Learn_Chess_Tactics.pdf
Pedersen,22.95,The Main Line French: 3 Nc3,Gambit Publications,http://www.gambitbooks.com/books/The_Main_Line_French_3_Nc3.html,http://www.gambitbooks.com/bigimg/The_Main_Line_French_3_Nc3_Big.jpg,http://www.gambitbooks.com/pdfs/The_Main_Line_French_3_Nc3.pdf
Watson,29.95,Mastering the Chess Openings volume 1,Gambit Publications,http://www.gambitbooks.com/books/Mastering_the_Chess_Openings_volume_1.html,http://www.gambitbooks.com/bigimg/Mastering_the_Chess_Openings_volume_1_Big.jpg,http://www.gambitbooks.com/pdfs/Mastering_the_Chess_Openings_volume_1.pdf
Watson,29.95,Mastering the Chess Openings volume 2,Gambit Publications,http://www.gambitbooks.com/books/Mastering_the_Chess_Openings_volume_2.html,http://www.gambitbooks.com/bigimg/Mastering_the_Chess_Openings_volume_2_Big.jpg,http://www.gambitbooks.com/pdfs/Mastering_the_Chess_Openings_volume_2.pdf
Watson,29.95,Mastering the Chess Openings volume 3,Gambit Publications,http://www.gambitbooks.com/books/Mastering_the_Chess_Openings_volume_3.html,http://www.gambitbooks.com/bigimg/Mastering_the_Chess_Openings_volume_3_Big.jpg,http://www.gambitbooks.com/pdfs/Mastering_the_Chess_Openings_volume_3.pdf
Watson,29.95,Mastering the Chess Openings volume 4,Gambit Publications,http://www.gambitbooks.com/books/Mastering_the_Chess_Openings_volume_4.html,http://www.gambitbooks.com/bigimg/Mastering_the_Chess_Openings_volume_4_Big.jpg,http://www.gambitbooks.com/pdfs/Mastering_the_Chess_Openings_volume_4.pdf
Arizmendi & Moreno,27.50,Mastering the Najdorf,Gambit Publications,http://www.gambitbooks.com/books/Mastering_the_Najdorf.html,http://www.gambitbooks.com/bigimg/Mastering_the_Najdorf_Big.jpg,http://www.gambitbooks.com/pdfs/Mastering_the_Najdorf.pdf
Emms,19.95,The Most Amazing Chess Moves of All Time,Gambit Publications,http://www.gambitbooks.com/books/The_Most_Amazing_Chess_Moves_of_All_Time.html,http://www.gambitbooks.com/bigimg/The_Most_Amazing_Chess_Moves_of_All_Time_Big.jpg,http://www.gambitbooks.com/pdfs/The_Most_Amazing_Chess_Moves_of_All_Time.pdf
Ashley,17.95,The Most Valuable Skills in Chess,Gambit Publications,http://www.gambitbooks.com/books/The_Most_Valuable_Skills_in_Chess.html,http://www.gambitbooks.com/bigimg/The_Most_Valuable_Skills_in_Chess_Big.jpg,http://www.gambitbooks.com/pdfs/The_Most_Valuable_Skills_in_Chess.pdf
Portisch,21.95,My Secrets in the Ruy Lopez,Gambit Publications,http://www.gambitbooks.com/books/My_Secrets_in_the_Ruy_Lopez.html,http://www.gambitbooks.com/bigimg/My_Secrets_in_the_Ruy_Lopez_Big.jpg,http://www.gambitbooks.com/pdfs/My_Secrets_in_the_Ruy_Lopez.pdf
Carsten Hansen,23.95,The Nimzo-Indian: 4 e3,Gambit Publications,http://www.gambitbooks.com/books/The_Nimzo-Indian_4_e3.html,http://www.gambitbooks.com/bigimg/The_Nimzo-Indian_4_e3_Big.jpg,http://www.gambitbooks.com/pdfs/The_Nimzo-Indian_4_e3.pdf
Nunn,29.95,Nunn's Chess Endings volume 1,Gambit Publications,http://www.gambitbooks.com/books/Nunn's_Chess_Endings_volume_1.html,http://www.gambitbooks.com/bigimg/Nunn's_Chess_Endings_volume_1_Big.jpg,http://www.gambitbooks.com/pdfs/Nunn's_Chess_Endings_volume_1.pdf
Nunn,29.95,Nunn's Chess Endings volume 2,Gambit Publications,http://www.gambitbooks.com/books/Nunn's_Chess_Endings_volume_2.html,http://www.gambitbooks.com/bigimg/Nunn's_Chess_Endings_volume_2_Big.jpg,http://www.gambitbooks.com/pdfs/Nunn's_Chess_Endings_volume_2.pdf
Volokitin & Grabinsky,28.95,Perfect Your Chess,Gambit Publications,http://www.gambitbooks.com/books/Perfect_Your_Chess.html,http://www.gambitbooks.com/bigimg/Perfect_Your_Chess_Big.jpg,http://www.gambitbooks.com/pdfs/Perfect_Your_Chess.pdf
Janjgava,21.95,The Petroff,Gambit Publications,http://www.gambitbooks.com/books/The_Petroff.html,http://www.gambitbooks.com/bigimg/The_Petroff_Big.jpg,http://www.gambitbooks.com/pdfs/The_Petroff.pdf
Rozentalis & Harley,21.95,Play the 2 c3 Sicilian,Gambit Publications,http://www.gambitbooks.com/books/Play_the_2_c3_Sicilian.html,http://www.gambitbooks.com/bigimg/Play_the_2_c3_Sicilian_Big.jpg,http://www.gambitbooks.com/pdfs/Play_the_2_c3_Sicilian.pdf
Bogdanov,19.95,Play the Alekhine,Gambit Publications,http://www.gambitbooks.com/books/Play_the_Alekhine.html,http://www.gambitbooks.com/bigimg/Play_the_Alekhine_Big.jpg,http://www.gambitbooks.com/pdfs/Play_the_Alekhine.pdf
Williams,18.95,Play the Classical Dutch,Gambit Publications,http://www.gambitbooks.com/books/Play_the_Classical_Dutch.html,http://www.gambitbooks.com/bigimg/Play_the_Classical_Dutch_Big.jpg,http://www.gambitbooks.com/pdfs/Play_the_Classical_Dutch.pdf
Rizzitano,22.95,Play the Najdorf Sicilian,Gambit Publications,http://www.gambitbooks.com/books/Play_the_Najdorf_Sicilian.html,http://www.gambitbooks.com/bigimg/Play_the_Najdorf_Sicilian_Big.jpg,http://www.gambitbooks.com/pdfs/Play_the_Najdorf_Sicilian.pdf
Emms,23.95,Play the Open Games as Black,Gambit Publications,http://www.gambitbooks.com/books/Play_the_Open_Games_as_Black.html,http://www.gambitbooks.com/bigimg/Play_the_Open_Games_as_Black_Big.jpg,http://www.gambitbooks.com/pdfs/Play_the_Open_Games_as_Black.pdf
Dearing,27.50,Play the Sicilian Dragon,Gambit Publications,http://www.gambitbooks.com/books/Play_the_Sicilian_Dragon.html,http://www.gambitbooks.com/bigimg/Play_the_Sicilian_Dragon_Big.jpg,http://www.gambitbooks.com/pdfs/Play_the_Sicilian_Dragon.pdf
Janjgava,21.95,The Queen's Gambit and Catalan for Black,Gambit Publications,http://www.gambitbooks.com/books/The_Queen's_Gambit_and_Catalan_for_Black.html,http://www.gambitbooks.com/bigimg/The_Queen's_Gambit_and_Catalan_for_Black_Big.jpg,http://www.gambitbooks.com/pdfs/The_Queen's_Gambit_and_Catalan_for_Black.pdf
Burgess,10.99,"
				  The Quickest Chess Victories of All Time",Gambit Publications,http://www.gambitbooks.com/books/The_Quickest_Chess_Victories_of_All_Time.html,http://www.gambitbooks.com/bigimg/The_Quickest_Chess_Victories_of_All_Time_Big.jpg,http://www.gambitbooks.com/pdfs/The_Quickest_Chess_Victories_of_All_Time.pdf
Yermolinsky,24.95,The Road to Chess Improvement,Gambit Publications,http://www.gambitbooks.com/books/The_Road_to_Chess_Improvement.html,http://www.gambitbooks.com/bigimg/The_Road_to_Chess_Improvement_Big.jpg,http://www.gambitbooks.com/pdfs/The_Road_to_Chess_Improvement.pdf
Eingorn,23.95,"A Rock-Solid Chess Opening Repertoire for
					 Black",Gambit Publications,http://www.gambitbooks.com/books/A_Rock-Solid_Chess_Opening_Repertoire_for_Black.html,http://www.gambitbooks.com/bigimg/A_Rock-Solid_Chess_Opening_Repertoire_for_Black_Big.jpg,http://www.gambitbooks.com/pdfs/A_Rock-Solid_Chess_Opening_Repertoire_for_Black.pdf
Johnsen & Johannessen ,14.95,The Ruy Lopez: a Guide for Black,Gambit Publications,http://www.gambitbooks.com/books/The_Ruy_Lopez_a_Guide_for_Black.html,http://www.gambitbooks.com/bigimg/The_Ruy_Lopez_a_Guide_for_Black_Big.jpg,http://www.gambitbooks.com/pdfs/The_Ruy_Lopez_a_Guide_for_Black.pdf
Motwani,12.50,S.T.A.R. Chess ,Gambit Publications,http://www.gambitbooks.com/books/S-T-A-R-_Chess.html,http://www.gambitbooks.com/bigimg/S-T-A-R-_Chess_Big.jpg,http://www.gambitbooks.com/pdfs/S-T-A-R-_Chess.pdf
Marin,28.95,Secrets of Attacking Chess,Gambit Publications,http://www.gambitbooks.com/books/Secrets_of_Attacking_Chess.html,http://www.gambitbooks.com/bigimg/Secrets_of_Attacking_Chess_Big.jpg,http://www.gambitbooks.com/pdfs/Secrets_of_Attacking_Chess.pdf
Marin,24.95,Secrets of Chess Defence,Gambit Publications,http://www.gambitbooks.com/books/Secrets_of_Chess_Defence.html,http://www.gambitbooks.com/bigimg/Secrets_of_Chess_Defence_Big.jpg,http://www.gambitbooks.com/pdfs/Secrets_of_Chess_Defence.pdf
Lars Bo Hansen,26.95,Secrets of Chess Endgame Strategy,Gambit Publications,http://www.gambitbooks.com/books/Secrets_of_Chess_Endgame_Strategy.html,http://www.gambitbooks.com/bigimg/Secrets_of_Chess_Endgame_Strategy_Big.jpg,http://www.gambitbooks.com/pdfs/Secrets_of_Chess_Endgame_Strategy.pdf
Beliavsky & Mikhalchishin,19.95,Secrets of Chess Intuition,Gambit Publications,http://www.gambitbooks.com/books/Secrets_of_Chess_Intuition.html,http://www.gambitbooks.com/bigimg/Secrets_of_Chess_Intuition_Big.jpg,http://www.gambitbooks.com/pdfs/Secrets_of_Chess_Intuition.pdf
Marović,14.95,Secrets of Chess Transformations,Gambit Publications,http://www.gambitbooks.com/books/Secrets_of_Chess_Transformations.html,http://www.gambitbooks.com/bigimg/Secrets_of_Chess_Transformations_Big.jpg,http://www.gambitbooks.com/pdfs/Secrets_of_Chess_Transformations.pdf
Nunn,11.99,"
				  Secrets of Grandmaster Chess",Gambit Publications,http://www.gambitbooks.com/books/John_Nunn's_Best_Games.html,http://www.gambitbooks.com/bigimg/John_Nunn's_Best_Games_Big.jpg,http://www.gambitbooks.com/pdfs/John_Nunn's_Best_Games.pdf
Watson,29.95,Secrets of Modern Chess Strategy,Gambit Publications,http://www.gambitbooks.com/books/Secrets_of_Modern_Chess_Strategy.html,http://www.gambitbooks.com/bigimg/Secrets_of_Modern_Chess_Strategy_Big.jpg,http://www.gambitbooks.com/pdfs/Secrets_of_Modern_Chess_Strategy.pdf
Müller & Lamprecht,29.95,Secrets of Pawn Endings,Gambit Publications,http://www.gambitbooks.com/books/Secrets_of_Pawn_Endings.html,http://www.gambitbooks.com/bigimg/Secrets_of_Pawn_Endings_Big.jpg,http://www.gambitbooks.com/pdfs/Secrets_of_Pawn_Endings.pdf
Nunn,19.95,Secrets of Pawnless Endings,Gambit Publications,http://www.gambitbooks.com/books/Secrets_of_Pawnless_Endings.html,http://www.gambitbooks.com/bigimg/Secrets_of_Pawnless_Endings_Big.jpg,http://www.gambitbooks.com/pdfs/Secrets_of_Pawnless_Endings.pdf
Marović,14.95,Secrets of Positional Chess,Gambit Publications,http://www.gambitbooks.com/books/Secrets_of_Positional_Chess.html,http://www.gambitbooks.com/bigimg/Secrets_of_Positional_Chess_Big.jpg,http://www.gambitbooks.com/pdfs/Secrets_of_Positional_Chess.pdf
Nunn,24.95,Secrets of Practical Chess,Gambit Publications,http://www.gambitbooks.com/books/Secrets_of_Practical_Chess_-_New_Enlarged_Edition.html,http://www.gambitbooks.com/bigimg/Secrets_of_Practical_Chess_-_New_Enlarged_Edition_Big.jpg,http://www.gambitbooks.com/pdfs/Secrets_of_Practical_Chess_-_New_Enlarged_Edition.pdf
Nunn,25.95,Secrets of Rook Endings,Gambit Publications,http://www.gambitbooks.com/books/Secrets_of_Rook_Endings.html,http://www.gambitbooks.com/bigimg/Secrets_of_Rook_Endings_Big.jpg,http://www.gambitbooks.com/pdfs/Secrets_of_Rook_Endings.pdf
Rowson,24.95,The Seven Deadly Chess Sins,Gambit Publications,http://www.gambitbooks.com/books/The_Seven_Deadly_Chess_Sins.html,http://www.gambitbooks.com/bigimg/The_Seven_Deadly_Chess_Sins_Big.jpg,http://www.gambitbooks.com/pdfs/The_Seven_Deadly_Chess_Sins.pdf
Collins,19.95,"A Simple Chess Opening Repertoire for
					 White",Gambit Publications,http://www.gambitbooks.com/books/A_Simple_Chess_Opening_Repertoire_for_White.html,http://www.gambitbooks.com/bigimg/A_Simple_Chess_Opening_Repertoire_for_White_Big.jpg,http://www.gambitbooks.com/pdfs/A_Simple_Chess_Opening_Repertoire_for_White.pdf
Burgess,22.95,"The
					 Slav",Gambit Publications,http://www.gambitbooks.com/books/The_Slav.html,http://www.gambitbooks.com/bigimg/The_Slav_Big.jpg,http://www.gambitbooks.com/pdfs/The_Slav.pdf
Nunn,14.95,Solving in Style,Gambit Publications,http://www.gambitbooks.com/books/Solving_in_Style.html,http://www.gambitbooks.com/bigimg/Solving_in_Style_Big.jpg,http://www.gambitbooks.com/pdfs/Solving_in_Style.pdf
Christiansen,19.95,Storming the Barricades,Gambit Publications,http://www.gambitbooks.com/books/Storming_the_Barricades.html,http://www.gambitbooks.com/bigimg/Storming_the_Barricades_Big.jpg,http://www.gambitbooks.com/pdfs/Storming_the_Barricades.pdf
Baker & Burgess,22.95,"A 
				  Startling Chess Opening Repertoire – New Edition",Gambit Publications,http://www.gambitbooks.com/books/A_Startling_Chess_Opening_Repertoire.html,http://www.gambitbooks.com/bigimg/A_Startling_Chess_Opening_Repertoire_Big.jpg,http://www.gambitbooks.com/pdfs/A_Startling_Chess_Opening_Repertoire.pdf
Watson,26.95,"A Strategic Chess Opening Repertoire for
					 White",Gambit Publications,http://www.gambitbooks.com/books/A_Strategic_Chess_Opening_Repertoire_for_White.html,http://www.gambitbooks.com/bigimg/A_Strategic_Chess_Opening_Repertoire_for_White_Big.jpg,http://www.gambitbooks.com/pdfs/A_Strategic_Chess_Opening_Repertoire_for_White.pdf
Emms,14.95,The Survival Guide to Rook Endings,Gambit Publications,http://www.gambitbooks.com/books/The_Survival_Guide_to_Rook_Endings.html,http://www.gambitbooks.com/bigimg/The_Survival_Guide_to_Rook_Endings_Big.jpg,http://www.gambitbooks.com/pdfs/The_Survival_Guide_to_Rook_Endings.pdf
Carsten Hansen,22.95,The Symmetrical English,Gambit Publications,http://www.gambitbooks.com/books/The_Symmetrical_English.html,http://www.gambitbooks.com/bigimg/The_Symmetrical_English_Big.jpg,http://www.gambitbooks.com/pdfs/The_Symmetrical_English.pdf
Burgess,21.95,The Taimanov Sicilian,Gambit Publications,http://www.gambitbooks.com/books/The_Taimanov_Sicilian.html,http://www.gambitbooks.com/bigimg/The_Taimanov_Sicilian_Big.jpg,http://www.gambitbooks.com/pdfs/The_Taimanov_Sicilian.pdf
Pedersen,14.95,Test Your Chess,Gambit Publications,http://www.gambitbooks.com/books/Test_Your_Chess.html,http://www.gambitbooks.com/bigimg/Test_Your_Chess_Big.jpg,http://www.gambitbooks.com/pdfs/Test_Your_Chess.pdf
Emms,26.95,The Ultimate Chess Puzzle Book,Gambit Publications,http://www.gambitbooks.com/books/The_Ultimate_Chess_Puzzle_Book.html,http://www.gambitbooks.com/bigimg/The_Ultimate_Chess_Puzzle_Book_Big.jpg,http://www.gambitbooks.com/pdfs/The_Ultimate_Chess_Puzzle_Book.pdf
Nunn,24.95,Understanding Chess Endgames,Gambit Publications,http://www.gambitbooks.com/books/Understanding_Chess_Endgames.html,http://www.gambitbooks.com/bigimg/Understanding_Chess_Endgames_Big.jpg,http://www.gambitbooks.com/pdfs/Understanding_Chess_Endgames.pdf
Nunn,24.95,Understanding Chess Middlegames,Gambit Publications,http://www.gambitbooks.com/books/Understanding_Chess_Middlegames.html,http://www.gambitbooks.com/bigimg/Understanding_Chess_Middlegames_Big.jpg,http://www.gambitbooks.com/pdfs/Understanding_Chess_Middlegames.pdf
Nunn,22.95,Understanding Chess Move by Move,Gambit Publications,http://www.gambitbooks.com/books/Understanding_Chess_Move_by_Move.html,http://www.gambitbooks.com/bigimg/Understanding_Chess_Move_by_Move_Big.jpg,http://www.gambitbooks.com/pdfs/Understanding_Chess_Move_by_Move.pdf
Marović,24.95,Understanding Pawn Play in Chess,Gambit Publications,http://www.gambitbooks.com/books/Understanding_Pawn_Play_in_Chess.html,http://www.gambitbooks.com/bigimg/Understanding_Pawn_Play_in_Chess_Big.jpg,http://www.gambitbooks.com/pdfs/Understanding_Pawn_Play_in_Chess.pdf
Müller & Konoval,26.95,Understanding Rook Endgames,Gambit Publications,http://www.gambitbooks.com/books/Understanding_Rook_Endgames.html,http://www.gambitbooks.com/bigimg/Understanding_Rook_Endgames_Big.jpg,http://www.gambitbooks.com/pdfs/Understanding_Rook_Endgames.pdf
Collins,28.95,Understanding the Chess Openings,Gambit Publications,http://www.gambitbooks.com/books/Understanding_the_Chess_Openings.html,http://www.gambitbooks.com/bigimg/Understanding_the_Chess_Openings_Big.jpg,http://www.gambitbooks.com/pdfs/Understanding_the_Chess_Openings.pdf
Rowson,24.95,Understanding the Grünfeld ,Gambit Publications,http://www.gambitbooks.com/books/Understanding_the_Grunfeld.html,http://www.gambitbooks.com/bigimg/Understanding_the_Grunfeld_Big.jpg,http://www.gambitbooks.com/pdfs/Understanding_the_Grunfeld.pdf
Vigorito,23.95,Understanding the Marshall Attack,Gambit Publications,http://www.gambitbooks.com/books/Understanding_the_Marshall_Attack.html,http://www.gambitbooks.com/bigimg/Understanding_the_Marshall_Attack_Big.jpg,http://www.gambitbooks.com/pdfs/Understanding_the_Marshall_Attack.pdf
Golubev,27.50,Understanding the King's Indian,Gambit Publications,http://www.gambitbooks.com/books/Understanding_the_King's_Indian.html,http://www.gambitbooks.com/bigimg/Understanding_the_King's_Indian_Big.jpg,http://www.gambitbooks.com/pdfs/Understanding_the_King's_Indian.pdf
Beim,21.95,Understanding the Leningrad Dutch,Gambit Publications,http://www.gambitbooks.com/books/Understanding_the_Leningrad_Dutch.html,http://www.gambitbooks.com/bigimg/Understanding_the_Leningrad_Dutch_Big.jpg,http://www.gambitbooks.com/pdfs/Understanding_the_Leningrad_Dutch.pdf
S. Kasparov,23.50,"Understanding the 
				  Scandinavian",Gambit Publications,http://www.gambitbooks.com/books/Understanding_the_Scandinavian.html,http://www.gambitbooks.com/bigimg/Understanding_the_Scandinavian_Big.jpg,http://www.gambitbooks.com/pdfs/Understanding_the_Scandinavian.pdf
Golubev,26.95,"Understanding the 
				  Sicilian",Gambit Publications,http://www.gambitbooks.com/books/Understanding_the_Sicilian.html,http://www.gambitbooks.com/bigimg/Understanding_the_Sicilian_Big.jpg,http://www.gambitbooks.com/pdfs/Understanding_the_Sicilian.pdf
Anand & Nunn,29.95,Vishy Anand: World Chess Champion,Gambit Publications,http://www.gambitbooks.com/books/Vishy_Anand_World_Chess_Champion.html,http://www.gambitbooks.com/bigimg/Vishy_Anand_World_Chess_Champion_Big.jpg,http://www.gambitbooks.com/pdfs/Vishy_Anand_World_Chess_Champion.pdf
Johnsen & Kovačević,25.95,Win with the London System,Gambit Publications,http://www.gambitbooks.com/books/Win_with_the_London_System.html,http://www.gambitbooks.com/bigimg/Win_with_the_London_System_Big.jpg,http://www.gambitbooks.com/pdfs/Win_with_the_London_System.pdf
"Johnsen, Bern & Agdestein",29.95,Win with the Stonewall Dutch,Gambit Publications,http://www.gambitbooks.com/books/Win_with_the_Stonewall_Dutch.html,http://www.gambitbooks.com/bigimg/Win_with_the_Stonewall_Dutch_Big.jpg,http://www.gambitbooks.com/pdfs/Win_with_the_Stonewall_Dutch.pdf
Sanakoev,14.95,World Champion at the Third Attempt,Gambit Publications,http://www.gambitbooks.com/books/World_Champion_at_the_Third_Attempt.html,http://www.gambitbooks.com/bigimg/World_Champion_at_the_Third_Attempt_Big.jpg,http://www.gambitbooks.com/pdfs/World_Champion_at_the_Third_Attempt.pdf
van der Sterren,9.95,Your First Chess Lessons,Gambit Publications,http://www.gambitbooks.com/books/Your_First_Chess_Lessons.html,http://www.gambitbooks.com/bigimg/Your_First_Chess_Lessons_Big.jpg,http://www.gambitbooks.com/pdfs/Your_First_Chess_Lessons.pdf
